# E = 0.197392
# x, V(x), psi, |psi|^2
-5.000000e+00 0.000000e+00 4.353178e-01 2.540007e-01
-4.990000e+00 0.000000e+00 4.376923e-01 2.551363e-01
-4.980000e+00 0.000000e+00 4.400574e-01 2.562785e-01
-4.970000e+00 0.000000e+00 4.424129e-01 2.574273e-01
-4.960000e+00 0.000000e+00 4.447587e-01 2.585823e-01
-4.950000e+00 0.000000e+00 4.470947e-01 2.597435e-01
-4.940000e+00 0.000000e+00 4.494209e-01 2.609106e-01
-4.930000e+00 0.000000e+00 4.517371e-01 2.620835e-01
-4.920000e+00 0.000000e+00 4.540433e-01 2.632619e-01
-4.910000e+00 0.000000e+00 4.563394e-01 2.644458e-01
-4.900000e+00 0.000000e+00 4.586252e-01 2.656348e-01
-4.890000e+00 0.000000e+00 4.609007e-01 2.668289e-01
-4.880000e+00 0.000000e+00 4.631659e-01 2.680278e-01
-4.870000e+00 0.000000e+00 4.654205e-01 2.692313e-01
-4.860000e+00 0.000000e+00 4.676645e-01 2.704393e-01
-4.850000e+00 0.000000e+00 4.698979e-01 2.716515e-01
-4.840000e+00 0.000000e+00 4.721205e-01 2.728678e-01
-4.830000e+00 0.000000e+00 4.743323e-01 2.740880e-01
-4.820000e+00 0.000000e+00 4.765331e-01 2.753118e-01
-4.810000e+00 0.000000e+00 4.787230e-01 2.765391e-01
-4.800000e+00 0.000000e+00 4.809017e-01 2.777698e-01
-4.790000e+00 0.000000e+00 4.830692e-01 2.790035e-01
-4.780000e+00 0.000000e+00 4.852254e-01 2.802401e-01
-4.770000e+00 0.000000e+00 4.873703e-01 2.814795e-01
-4.760000e+00 0.000000e+00 4.895038e-01 2.827213e-01
-4.750000e+00 0.000000e+00 4.916257e-01 2.839655e-01
-4.740000e+00 0.000000e+00 4.937359e-01 2.852118e-01
-4.730000e+00 0.000000e+00 4.958345e-01 2.864600e-01
-4.720000e+00 0.000000e+00 4.979213e-01 2.877099e-01
-4.710000e+00 0.000000e+00 4.999963e-01 2.889614e-01
-4.700000e+00 0.000000e+00 5.020593e-01 2.902142e-01
-4.690000e+00 0.000000e+00 5.041102e-01 2.914681e-01
-4.680000e+00 0.000000e+00 5.061491e-01 2.927230e-01
-4.670000e+00 0.000000e+00 5.081757e-01 2.939786e-01
-4.660000e+00 0.000000e+00 5.101901e-01 2.952347e-01
-4.650000e+00 0.000000e+00 5.121922e-01 2.964912e-01
-4.640000e+00 0.000000e+00 5.141818e-01 2.977478e-01
-4.630000e+00 0.000000e+00 5.161589e-01 2.990044e-01
-4.620000e+00 0.000000e+00 5.181234e-01 3.002607e-01
-4.610000e+00 0.000000e+00 5.200753e-01 3.015166e-01
-4.600000e+00 0.000000e+00 5.220144e-01 3.027718e-01
-4.590000e+00 0.000000e+00 5.239408e-01 3.040261e-01
-4.580000e+00 0.000000e+00 5.258542e-01 3.052794e-01
-4.570000e+00 0.000000e+00 5.277546e-01 3.065315e-01
-4.560000e+00 0.000000e+00 5.296420e-01 3.077821e-01
-4.550000e+00 0.000000e+00 5.315163e-01 3.090311e-01
-4.540000e+00 0.000000e+00 5.333774e-01 3.102783e-01
-4.530000e+00 0.000000e+00 5.352253e-01 3.115234e-01
-4.520000e+00 0.000000e+00 5.370598e-01 3.127662e-01
-4.510000e+00 0.000000e+00 5.388809e-01 3.140067e-01
-4.500000e+00 0.000000e+00 5.406885e-01 3.152445e-01
-4.490000e+00 0.000000e+00 5.424826e-01 3.164795e-01
-4.480000e+00 0.000000e+00 5.442630e-01 3.177115e-01
-4.470000e+00 0.000000e+00 5.460297e-01 3.189403e-01
-4.460000e+00 0.000000e+00 5.477827e-01 3.201657e-01
-4.450000e+00 0.000000e+00 5.495219e-01 3.213875e-01
-4.440000e+00 0.000000e+00 5.512471e-01 3.226055e-01
-4.430000e+00 0.000000e+00 5.529584e-01 3.238195e-01
-4.420000e+00 0.000000e+00 5.546556e-01 3.250293e-01
-4.410000e+00 0.000000e+00 5.563388e-01 3.262348e-01
-4.400000e+00 0.000000e+00 5.580077e-01 3.274357e-01
-4.390000e+00 0.000000e+00 5.596625e-01 3.286319e-01
-4.380000e+00 0.000000e+00 5.613029e-01 3.298232e-01
-4.370000e+00 0.000000e+00 5.629289e-01 3.310093e-01
-4.360000e+00 0.000000e+00 5.645406e-01 3.321901e-01
-4.350000e+00 0.000000e+00 5.661377e-01 3.333654e-01
-4.340000e+00 0.000000e+00 5.677203e-01 3.345351e-01
-4.330000e+00 0.000000e+00 5.692882e-01 3.356988e-01
-4.320000e+00 0.000000e+00 5.708415e-01 3.368566e-01
-4.310000e+00 0.000000e+00 5.723800e-01 3.380080e-01
-4.300000e+00 0.000000e+00 5.739038e-01 3.391531e-01
-4.290000e+00 0.000000e+00 5.754126e-01 3.402916e-01
-4.280000e+00 0.000000e+00 5.769066e-01 3.414233e-01
-4.270000e+00 0.000000e+00 5.783855e-01 3.425481e-01
-4.260000e+00 0.000000e+00 5.798494e-01 3.436657e-01
-4.250000e+00 0.000000e+00 5.812983e-01 3.447760e-01
-4.240000e+00 0.000000e+00 5.827319e-01 3.458789e-01
-4.230000e+00 0.000000e+00 5.841504e-01 3.469741e-01
-4.220000e+00 0.000000e+00 5.855535e-01 3.480614e-01
-4.210000e+00 0.000000e+00 5.869414e-01 3.491408e-01
-4.200000e+00 0.000000e+00 5.883139e-01 3.502119e-01
-4.190000e+00 0.000000e+00 5.896709e-01 3.512748e-01
-4.180000e+00 0.000000e+00 5.910125e-01 3.523291e-01
-4.170000e+00 0.000000e+00 5.923385e-01 3.533748e-01
-4.160000e+00 0.000000e+00 5.936489e-01 3.544116e-01
-4.150000e+00 0.000000e+00 5.949437e-01 3.554394e-01
-4.140000e+00 0.000000e+00 5.962228e-01 3.564580e-01
-4.130000e+00 0.000000e+00 5.974861e-01 3.574673e-01
-4.120000e+00 0.000000e+00 5.987337e-01 3.584672e-01
-4.110000e+00 0.000000e+00 5.999654e-01 3.594574e-01
-4.100000e+00 0.000000e+00 6.011812e-01 3.604377e-01
