# E = 0.049348
# x, V(x), psi, |psi|^2
-5.000000e+00 0.000000e+00 1.833855e-01 6.731405e-02
-4.990000e+00 0.000000e+00 1.847252e-01 6.767499e-02
-4.980000e+00 0.000000e+00 1.860635e-01 6.803915e-02
-4.970000e+00 0.000000e+00 1.874006e-01 6.840653e-02
-4.960000e+00 0.000000e+00 1.887362e-01 6.877709e-02
-4.950000e+00 0.000000e+00 1.900705e-01 6.915084e-02
-4.940000e+00 0.000000e+00 1.914034e-01 6.952776e-02
-4.930000e+00 0.000000e+00 1.927349e-01 6.990782e-02
-4.920000e+00 0.000000e+00 1.940650e-01 7.029102e-02
-4.910000e+00 0.000000e+00 1.953936e-01 7.067734e-02
-4.900000e+00 0.000000e+00 1.967209e-01 7.106677e-02
-4.890000e+00 0.000000e+00 1.980466e-01 7.145929e-02
-4.880000e+00 0.000000e+00 1.993709e-01 7.185488e-02
-4.870000e+00 0.000000e+00 2.006937e-01 7.225354e-02
-4.860000e+00 0.000000e+00 2.020150e-01 7.265523e-02
-4.850000e+00 0.000000e+00 2.033348e-01 7.305996e-02
-4.840000e+00 0.000000e+00 2.046531e-01 7.346769e-02
-4.830000e+00 0.000000e+00 2.059699e-01 7.387843e-02
-4.820000e+00 0.000000e+00 2.072851e-01 7.429214e-02
-4.810000e+00 0.000000e+00 2.085987e-01 7.470881e-02
-4.800000e+00 0.000000e+00 2.099108e-01 7.512843e-02
-4.790000e+00 0.000000e+00 2.112213e-01 7.555098e-02
-4.780000e+00 0.000000e+00 2.125302e-01 7.597645e-02
-4.770000e+00 0.000000e+00 2.138375e-01 7.640481e-02
-4.760000e+00 0.000000e+00 2.151431e-01 7.683605e-02
-4.750000e+00 0.000000e+00 2.164472e-01 7.727015e-02
-4.740000e+00 0.000000e+00 2.177496e-01 7.770710e-02
-4.730000e+00 0.000000e+00 2.190503e-01 7.814687e-02
-4.720000e+00 0.000000e+00 2.203493e-01 7.858946e-02
-4.710000e+00 0.000000e+00 2.216467e-01 7.903484e-02
-4.700000e+00 0.000000e+00 2.229423e-01 7.948300e-02
-4.690000e+00 0.000000e+00 2.242363e-01 7.993392e-02
-4.680000e+00 0.000000e+00 2.255285e-01 8.038757e-02
-4.670000e+00 0.000000e+00 2.268189e-01 8.084395e-02
-4.660000e+00 0.000000e+00 2.281077e-01 8.130303e-02
-4.650000e+00 0.000000e+00 2.293946e-01 8.176480e-02
-4.640000e+00 0.000000e+00 2.306798e-01 8.222924e-02
-4.630000e+00 0.000000e+00 2.319632e-01 8.269632e-02
-4.620000e+00 0.000000e+00 2.332448e-01 8.316604e-02
-4.610000e+00 0.000000e+00 2.345246e-01 8.363837e-02
-4.600000e+00 0.000000e+00 2.358025e-01 8.411329e-02
-4.590000e+00 0.000000e+00 2.370786e-01 8.459079e-02
-4.580000e+00 0.000000e+00 2.383529e-01 8.507085e-02
-4.570000e+00 0.000000e+00 2.396252e-01 8.555344e-02
-4.560000e+00 0.000000e+00 2.408958e-01 8.603856e-02
-4.550000e+00 0.000000e+00 2.421644e-01 8.652617e-02
-4.540000e+00 0.000000e+00 2.434311e-01 8.701626e-02
-4.530000e+00 0.000000e+00 2.446959e-01 8.750881e-02
-4.520000e+00 0.000000e+00 2.459588e-01 8.800381e-02
-4.510000e+00 0.000000e+00 2.472197e-01 8.850122e-02
-4.500000e+00 0.000000e+00 2.484787e-01 8.900104e-02
-4.490000e+00 0.000000e+00 2.497357e-01 8.950324e-02
-4.480000e+00 0.000000e+00 2.509907e-01 9.000780e-02
-4.470000e+00 0.000000e+00 2.522438e-01 9.051471e-02
-4.460000e+00 0.000000e+00 2.534948e-01 9.102394e-02
-4.450000e+00 0.000000e+00 2.547438e-01 9.153547e-02
-4.440000e+00 0.000000e+00 2.559909e-01 9.204928e-02
-4.430000e+00 0.000000e+00 2.572358e-01 9.256536e-02
-4.420000e+00 0.000000e+00 2.584787e-01 9.308367e-02
-4.410000e+00 0.000000e+00 2.597196e-01 9.360421e-02
-4.400000e+00 0.000000e+00 2.609583e-01 9.412695e-02
-4.390000e+00 0.000000e+00 2.621950e-01 9.465187e-02
-4.380000e+00 0.000000e+00 2.634296e-01 9.517895e-02
-4.370000e+00 0.000000e+00 2.646621e-01 9.570816e-02
-4.360000e+00 0.000000e+00 2.658924e-01 9.623950e-02
-4.350000e+00 0.000000e+00 2.671206e-01 9.677293e-02
-4.340000e+00 0.000000e+00 2.683467e-01 9.730843e-02
-4.330000e+00 0.000000e+00 2.695706e-01 9.784599e-02
-4.320000e+00 0.000000e+00 2.707923e-01 9.838559e-02
-4.310000e+00 0.000000e+00 2.720118e-01 9.892719e-02
-4.300000e+00 0.000000e+00 2.732292e-01 9.947079e-02
-4.290000e+00 0.000000e+00 2.744443e-01 1.000164e-01
-4.280000e+00 0.000000e+00 2.756572e-01 1.005639e-01
-4.270000e+00 0.000000e+00 2.768679e-01 1.011133e-01
-4.260000e+00 0.000000e+00 2.780763e-01 1.016646e-01
-4.250000e+00 0.000000e+00 2.792825e-01 1.022179e-01
-4.240000e+00 0.000000e+00 2.804864e-01 1.027730e-01
-4.230000e+00 0.000000e+00 2.816880e-01 1.033299e-01
-4.220000e+00 0.000000e+00 2.828873e-01 1.038886e-01
-4.210000e+00 0.000000e+00 2.840843e-01 1.044492e-01
-4.200000e+00 0.000000e+00 2.852791e-01 1.050115e-01
-4.190000e+00 0.000000e+00 2.864714e-01 1.055755e-01
-4.180000e+00 0.000000e+00 2.876615e-01 1.061413e-01
-4.170000e+00 0.000000e+00 2.888491e-01 1.067088e-01
-4.160000e+00 0.000000e+00 2.900345e-01 1.072780e-01
-4.150000e+00 0.000000e+00 2.912174e-01 1.078488e-01
-4.140000e+00 0.000000e+00 2.923980e-01 1.084213e-01
-4.130000e+00 0.000000e+00 2.935761e-01 1.089954e-01
-4.120000e+00 0.000000e+00 2.947519e-01 1.095711e-01
-4.110000e+00 0.000000e+00 2.959252e-01 1.101483e-01
-4.100000e+00 0.000000e+00 2.970961e-01 1.107271e-01
-4.090000e+00 0.000000e+00 2.982645e-01 1.113075e-01
-4.080000e+00 0.000000e+00 2.994305e-01 1.118893e-01
-4.070000e+00 0.000000e+00 3.005941e-01 1.124726e-01
-4.060000e+00 0.000000e+00 3.017551e-01 1.130574e-01
-4.050000e+00 0.000000e+00 3.029137e-01 1.136436e-01
-4.040000e+00 0.000000e+00 3.040697e-01 1.142312e-01
-4.030000e+00 0.000000e+00 3.052232e-01 1.148201e-01
-4.020000e+00 0.000000e+00 3.063743e-01 1.154105e-01
-4.010000e+00 0.000000e+00 3.075227e-01 1.160022e-01
-4.000000e+00 0.000000e+00 3.086686e-01 1.165952e-01
-3.990000e+00 0.000000e+00 3.098120e-01 1.171895e-01
-3.980000e+00 0.000000e+00 3.109528e-01 1.177851e-01
-3.970000e+00 0.000000e+00 3.120910e-01 1.183819e-01
-3.960000e+00 0.000000e+00 3.132266e-01 1.189799e-01
-3.950000e+00 0.000000e+00 3.143597e-01 1.195792e-01
-3.940000e+00 0.000000e+00 3.154901e-01 1.201796e-01
-3.930000e+00 0.000000e+00 3.166178e-01 1.207812e-01
-3.920000e+00 0.000000e+00 3.177430e-01 1.213839e-01
-3.910000e+00 0.000000e+00 3.188655e-01 1.219877e-01
-3.900000e+00 0.000000e+00 3.199853e-01 1.225925e-01
-3.890000e+00 0.000000e+00 3.211024e-01 1.231985e-01
-3.880000e+00 0.000000e+00 3.222169e-01 1.238055e-01
-3.870000e+00 0.000000e+00 3.233287e-01 1.244134e-01
-3.860000e+00 0.000000e+00 3.244378e-01 1.250224e-01
-3.850000e+00 0.000000e+00 3.255441e-01 1.256323e-01
-3.840000e+00 0.000000e+00 3.266478e-01 1.262432e-01
-3.830000e+00 0.000000e+00 3.277487e-01 1.268549e-01
-3.820000e+00 0.000000e+00 3.288468e-01 1.274676e-01
-3.810000e+00 0.000000e+00 3.299422e-01 1.280811e-01
-3.800000e+00 0.000000e+00 3.310348e-01 1.286955e-01
-3.790000e+00 0.000000e+00 3.321247e-01 1.293107e-01
-3.780000e+00 0.000000e+00 3.332117e-01 1.299266e-01
-3.770000e+00 0.000000e+00 3.342960e-01 1.305434e-01
-3.760000e+00 0.000000e+00 3.353774e-01 1.311608e-01
-3.750000e+00 0.000000e+00 3.364560e-01 1.317790e-01
-3.740000e+00 0.000000e+00 3.375318e-01 1.323979e-01
-3.730000e+00 0.000000e+00 3.386047e-01 1.330175e-01
