# E = 0.789568
# x, V(x), psi, |psi|^2
-5.000000e+00 0.000000e+00 1.139504e+00 9.120230e-01
-4.990000e+00 0.000000e+00 1.142975e+00 9.144648e-01
-4.980000e+00 0.000000e+00 1.146391e+00 9.168908e-01
-4.970000e+00 0.000000e+00 1.149751e+00 9.192995e-01
-4.960000e+00 0.000000e+00 1.153053e+00 9.216895e-01
-4.950000e+00 0.000000e+00 1.156298e+00 9.240592e-01
-4.940000e+00 0.000000e+00 1.159486e+00 9.264071e-01
-4.930000e+00 0.000000e+00 1.162614e+00 9.287318e-01
-4.920000e+00 0.000000e+00 1.165684e+00 9.310317e-01
-4.910000e+00 0.000000e+00 1.168695e+00 9.333054e-01
-4.900000e+00 0.000000e+00 1.171646e+00 9.355515e-01
-4.890000e+00 0.000000e+00 1.174536e+00 9.377685e-01
-4.880000e+00 0.000000e+00 1.177366e+00 9.399551e-01
-4.870000e+00 0.000000e+00 1.180134e+00 9.421099e-01
-4.860000e+00 0.000000e+00 1.182841e+00 9.442315e-01
-4.850000e+00 0.000000e+00 1.185485e+00 9.463186e-01
-4.840000e+00 0.000000e+00 1.188067e+00 9.483698e-01
-4.830000e+00 0.000000e+00 1.190586e+00 9.503839e-01
-4.820000e+00 0.000000e+00 1.193042e+00 9.523595e-01
-4.810000e+00 0.000000e+00 1.195434e+00 9.542955e-01
-4.800000e+00 0.000000e+00 1.197762e+00 9.561907e-01
-4.790000e+00 0.000000e+00 1.200026e+00 9.580437e-01
-4.780000e+00 0.000000e+00 1.202225e+00 9.598535e-01
-4.770000e+00 0.000000e+00 1.204358e+00 9.616189e-01
-4.760000e+00 0.000000e+00 1.206426e+00 9.633388e-01
-4.750000e+00 0.000000e+00 1.208428e+00 9.650121e-01
-4.740000e+00 0.000000e+00 1.210364e+00 9.666377e-01
-4.730000e+00 0.000000e+00 1.212234e+00 9.682147e-01
-4.720000e+00 0.000000e+00 1.214037e+00 9.697420e-01
-4.710000e+00 0.000000e+00 1.215773e+00 9.712186e-01
-4.700000e+00 0.000000e+00 1.217441e+00 9.726437e-01
-4.690000e+00 0.000000e+00 1.219042e+00 9.740163e-01
-4.680000e+00 0.000000e+00 1.220576e+00 9.753356e-01
-4.670000e+00 0.000000e+00 1.222041e+00 9.766007e-01
-4.660000e+00 0.000000e+00 1.223438e+00 9.778108e-01
-4.650000e+00 0.000000e+00 1.224766e+00 9.789652e-01
-4.640000e+00 0.000000e+00 1.226025e+00 9.800631e-01
-4.630000e+00 0.000000e+00 1.227216e+00 9.811039e-01
-4.620000e+00 0.000000e+00 1.228338e+00 9.820868e-01
-4.610000e+00 0.000000e+00 1.229390e+00 9.830113e-01
-4.600000e+00 0.000000e+00 1.230373e+00 9.838768e-01
-4.590000e+00 0.000000e+00 1.231286e+00 9.846828e-01
-4.580000e+00 0.000000e+00 1.232129e+00 9.854286e-01
-4.570000e+00 0.000000e+00 1.232903e+00 9.861139e-01
-4.560000e+00 0.000000e+00 1.233606e+00 9.867382e-01
-4.550000e+00 0.000000e+00 1.234240e+00 9.873012e-01
-4.540000e+00 0.000000e+00 1.234803e+00 9.878024e-01
-4.530000e+00 0.000000e+00 1.235296e+00 9.882415e-01
-4.520000e+00 0.000000e+00 1.235719e+00 9.886184e-01
-4.510000e+00 0.000000e+00 1.236071e+00 9.889327e-01
-4.500000e+00 0.000000e+00 1.236352e+00 9.891842e-01
-4.490000e+00 0.000000e+00 1.236563e+00 9.893728e-01
-4.480000e+00 0.000000e+00 1.236704e+00 9.894984e-01
-4.470000e+00 0.000000e+00 1.236774e+00 9.895608e-01
-4.460000e+00 0.000000e+00 1.236773e+00 9.895601e-01
-4.450000e+00 0.000000e+00 1.236701e+00 9.894962e-01
-4.440000e+00 0.000000e+00 1.236559e+00 9.893692e-01
-4.430000e+00 0.000000e+00 1.236347e+00 9.891792e-01
-4.420000e+00 0.000000e+00 1.236064e+00 9.889263e-01
-4.410000e+00 0.000000e+00 1.235710e+00 9.886106e-01
-4.400000e+00 0.000000e+00 1.235286e+00 9.882323e-01
-4.390000e+00 0.000000e+00 1.234791e+00 9.877918e-01
-4.380000e+00 0.000000e+00 1.234226e+00 9.872892e-01
-4.370000e+00 0.000000e+00 1.233591e+00 9.867248e-01
-4.360000e+00 0.000000e+00 1.232886e+00 9.860991e-01
-4.350000e+00 0.000000e+00 1.232111e+00 9.854125e-01
-4.340000e+00 0.000000e+00 1.231266e+00 9.846652e-01
-4.330000e+00 0.000000e+00 1.230351e+00 9.838580e-01
-4.320000e+00 0.000000e+00 1.229367e+00 9.829911e-01
-4.310000e+00 0.000000e+00 1.228313e+00 9.820653e-01
-4.300000e+00 0.000000e+00 1.227190e+00 9.810811e-01
-4.290000e+00 0.000000e+00 1.225998e+00 9.800390e-01
-4.280000e+00 0.000000e+00 1.224737e+00 9.789398e-01
-4.270000e+00 0.000000e+00 1.223407e+00 9.777841e-01
-4.260000e+00 0.000000e+00 1.222008e+00 9.765728e-01
-4.250000e+00 0.000000e+00 1.220542e+00 9.753064e-01
-4.240000e+00 0.000000e+00 1.219007e+00 9.739860e-01
-4.230000e+00 0.000000e+00 1.217405e+00 9.726122e-01
-4.220000e+00 0.000000e+00 1.215734e+00 9.711859e-01
-4.210000e+00 0.000000e+00 1.213997e+00 9.697081e-01
-4.200000e+00 0.000000e+00 1.212193e+00 9.681797e-01
-4.190000e+00 0.000000e+00 1.210322e+00 9.666016e-01
-4.180000e+00 0.000000e+00 1.208384e+00 9.649749e-01
-4.170000e+00 0.000000e+00 1.206380e+00 9.633005e-01
-4.160000e+00 0.000000e+00 1.204311e+00 9.615796e-01
-4.150000e+00 0.000000e+00 1.202176e+00 9.598132e-01
-4.140000e+00 0.000000e+00 1.199976e+00 9.580024e-01
-4.130000e+00 0.000000e+00 1.197711e+00 9.561484e-01
-4.120000e+00 0.000000e+00 1.195381e+00 9.542524e-01
-4.110000e+00 0.000000e+00 1.192988e+00 9.523154e-01
-4.100000e+00 0.000000e+00 1.190530e+00 9.503389e-01
-4.090000e+00 0.000000e+00 1.188010e+00 9.483240e-01
-4.080000e+00 0.000000e+00 1.185426e+00 9.462719e-01
-4.070000e+00 0.000000e+00 1.182780e+00 9.441841e-01
-4.060000e+00 0.000000e+00 1.180072e+00 9.420617e-01
-4.050000e+00 0.000000e+00 1.177303e+00 9.399062e-01
-4.040000e+00 0.000000e+00 1.174472e+00 9.377189e-01
-4.030000e+00 0.000000e+00 1.171580e+00 9.355012e-01
-4.020000e+00 0.000000e+00 1.168628e+00 9.332545e-01
-4.010000e+00 0.000000e+00 1.165616e+00 9.309801e-01
-4.000000e+00 0.000000e+00 1.162545e+00 9.286797e-01
-3.990000e+00 0.000000e+00 1.159414e+00 9.263545e-01
-3.980000e+00 0.000000e+00 1.156226e+00 9.240061e-01
-3.970000e+00 0.000000e+00 1.152979e+00 9.216359e-01
-3.960000e+00 0.000000e+00 1.149675e+00 9.192455e-01
-3.950000e+00 0.000000e+00 1.146315e+00 9.168363e-01
-3.940000e+00 0.000000e+00 1.142898e+00 9.144099e-01
-3.930000e+00 0.000000e+00 1.139425e+00 9.119678e-01
-3.920000e+00 0.000000e+00 1.135897e+00 9.095116e-01
-3.910000e+00 0.000000e+00 1.132314e+00 9.070428e-01
-3.900000e+00 0.000000e+00 1.128677e+00 9.045629e-01
-3.890000e+00 0.000000e+00 1.124986e+00 9.020736e-01
-3.880000e+00 0.000000e+00 1.121243e+00 8.995763e-01
-3.870000e+00 0.000000e+00 1.117447e+00 8.970728e-01
-3.860000e+00 0.000000e+00 1.113599e+00 8.945645e-01
-3.850000e+00 0.000000e+00 1.109701e+00 8.920531e-01
-3.840000e+00 0.000000e+00 1.105751e+00 8.895400e-01
-3.830000e+00 0.000000e+00 1.101752e+00 8.870270e-01
-3.820000e+00 0.000000e+00 1.097704e+00 8.845156e-01
-3.810000e+00 0.000000e+00 1.093606e+00 8.820074e-01
