# E = 3.5
# x, V(x), E + psi, E + |psi|^2
-3.738739e+00, 6.989084e+00, 3.537307e+00, 3.501392e+00
-3.728729e+00, 6.951709e+00, 3.538392e+00, 3.501474e+00
-3.718719e+00, 6.914434e+00, 3.539504e+00, 3.501561e+00
-3.708709e+00, 6.877260e+00, 3.540643e+00, 3.501652e+00
-3.698699e+00, 6.840186e+00, 3.541810e+00, 3.501748e+00
-3.688689e+00, 6.803212e+00, 3.543004e+00, 3.501849e+00
-3.678679e+00, 6.766338e+00, 3.544227e+00, 3.501956e+00
-3.668669e+00, 6.729565e+00, 3.545479e+00, 3.502068e+00
-3.658659e+00, 6.692892e+00, 3.546760e+00, 3.502187e+00
-3.648649e+00, 6.656318e+00, 3.548072e+00, 3.502311e+00
-3.638639e+00, 6.619846e+00, 3.549413e+00, 3.502442e+00
-3.628629e+00, 6.583473e+00, 3.550786e+00, 3.502579e+00
-3.618619e+00, 6.547200e+00, 3.552190e+00, 3.502724e+00
-3.608609e+00, 6.511028e+00, 3.553626e+00, 3.502876e+00
-3.598599e+00, 6.474956e+00, 3.555094e+00, 3.503035e+00
-3.588589e+00, 6.438984e+00, 3.556595e+00, 3.503203e+00
-3.578579e+00, 6.403112e+00, 3.558129e+00, 3.503379e+00
-3.568569e+00, 6.367341e+00, 3.559698e+00, 3.503564e+00
-3.558559e+00, 6.331670e+00, 3.561300e+00, 3.503758e+00
-3.548549e+00, 6.296098e+00, 3.562937e+00, 3.503961e+00
-3.538539e+00, 6.260627e+00, 3.564610e+00, 3.504174e+00
-3.528529e+00, 6.225257e+00, 3.566318e+00, 3.504398e+00
-3.518519e+00, 6.189986e+00, 3.568063e+00, 3.504633e+00
-3.508509e+00, 6.154816e+00, 3.569844e+00, 3.504878e+00
-3.498498e+00, 6.119746e+00, 3.571662e+00, 3.505135e+00
-3.488488e+00, 6.084776e+00, 3.573518e+00, 3.505405e+00
-3.478478e+00, 6.049906e+00, 3.575412e+00, 3.505687e+00
-3.468468e+00, 6.015137e+00, 3.577345e+00, 3.505982e+00
-3.458458e+00, 5.980467e+00, 3.579317e+00, 3.506291e+00
-3.448448e+00, 5.945898e+00, 3.581328e+00, 3.506614e+00
-3.438438e+00, 5.911429e+00, 3.583378e+00, 3.506952e+00
-3.428428e+00, 5.877061e+00, 3.585470e+00, 3.507305e+00
-3.418418e+00, 5.842792e+00, 3.587602e+00, 3.507674e+00
-3.408408e+00, 5.808624e+00, 3.589775e+00, 3.508059e+00
-3.398398e+00, 5.774556e+00, 3.591989e+00, 3.508462e+00
-3.388388e+00, 5.740588e+00, 3.594246e+00, 3.508882e+00
-3.378378e+00, 5.706720e+00, 3.596544e+00, 3.509321e+00
-3.368368e+00, 5.672953e+00, 3.598886e+00, 3.509778e+00
-3.358358e+00, 5.639285e+00, 3.601270e+00, 3.510256e+00
-3.348348e+00, 5.605718e+00, 3.603698e+00, 3.510753e+00
-3.338338e+00, 5.572251e+00, 3.606170e+00, 3.511272e+00
-3.328328e+00, 5.538885e+00, 3.608686e+00, 3.511813e+00
-3.318318e+00, 5.505618e+00, 3.611246e+00, 3.512376e+00
-3.308308e+00, 5.472452e+00, 3.613851e+00, 3.512962e+00
-3.298298e+00, 5.439386e+00, 3.616501e+00, 3.513572e+00
-3.288288e+00, 5.406420e+00, 3.619196e+00, 3.514208e+00
-3.278278e+00, 5.373554e+00, 3.621937e+00, 3.514869e+00
-3.268268e+00, 5.340789e+00, 3.624723e+00, 3.515556e+00
-3.258258e+00, 5.308123e+00, 3.627556e+00, 3.516271e+00
-3.248248e+00, 5.275558e+00, 3.630435e+00, 3.517013e+00
-3.238238e+00, 5.243093e+00, 3.633360e+00, 3.517785e+00
-3.228228e+00, 5.210729e+00, 3.636332e+00, 3.518586e+00
-3.218218e+00, 5.178464e+00, 3.639350e+00, 3.519418e+00
-3.208208e+00, 5.146300e+00, 3.642415e+00, 3.520282e+00
-3.198198e+00, 5.114236e+00, 3.645528e+00, 3.521178e+00
-3.188188e+00, 5.082272e+00, 3.648687e+00, 3.522108e+00
-3.178178e+00, 5.050408e+00, 3.651894e+00, 3.523072e+00
-3.168168e+00, 5.018645e+00, 3.655147e+00, 3.524071e+00
-3.158158e+00, 4.986981e+00, 3.658448e+00, 3.525106e+00
-3.148148e+00, 4.955418e+00, 3.661797e+00, 3.526178e+00
-3.138138e+00, 4.923955e+00, 3.665192e+00, 3.527288e+00
-3.128128e+00, 4.892593e+00, 3.668634e+00, 3.528438e+00
-3.118118e+00, 4.861330e+00, 3.672124e+00, 3.529627e+00
-3.108108e+00, 4.830168e+00, 3.675661e+00, 3.530857e+00
-3.098098e+00, 4.799106e+00, 3.679244e+00, 3.532128e+00
-3.088088e+00, 4.768144e+00, 3.682874e+00, 3.533443e+00
-3.078078e+00, 4.737282e+00, 3.686550e+00, 3.534801e+00
-3.068068e+00, 4.706521e+00, 3.690273e+00, 3.536204e+00
-3.058058e+00, 4.675860e+00, 3.694042e+00, 3.537652e+00
-3.048048e+00, 4.645298e+00, 3.697856e+00, 3.539147e+00
-3.038038e+00, 4.614838e+00, 3.701716e+00, 3.540689e+00
-3.028028e+00, 4.584477e+00, 3.705621e+00, 3.542280e+00
-3.018018e+00, 4.554216e+00, 3.709571e+00, 3.543920e+00
-3.008008e+00, 4.524056e+00, 3.713565e+00, 3.545610e+00
-2.997998e+00, 4.493996e+00, 3.717602e+00, 3.547351e+00
-2.987988e+00, 4.464036e+00, 3.721683e+00, 3.549143e+00
-2.977978e+00, 4.434176e+00, 3.725807e+00, 3.550989e+00
-2.967968e+00, 4.404417e+00, 3.729973e+00, 3.552888e+00
-2.957958e+00, 4.374758e+00, 3.734181e+00, 3.554841e+00
-2.947948e+00, 4.345199e+00, 3.738430e+00, 3.556849e+00
-2.937938e+00, 4.315740e+00, 3.742719e+00, 3.558913e+00
-2.927928e+00, 4.286381e+00, 3.747048e+00, 3.561033e+00
-2.917918e+00, 4.257122e+00, 3.751416e+00, 3.563210e+00
-2.907908e+00, 4.227964e+00, 3.755822e+00, 3.565445e+00
-2.897898e+00, 4.198906e+00, 3.760265e+00, 3.567738e+00
-2.887888e+00, 4.169948e+00, 3.764745e+00, 3.570090e+00
-2.877878e+00, 4.141091e+00, 3.769260e+00, 3.572501e+00
-2.867868e+00, 4.112333e+00, 3.773810e+00, 3.574972e+00
-2.857858e+00, 4.083676e+00, 3.778394e+00, 3.577503e+00
-2.847848e+00, 4.055119e+00, 3.783010e+00, 3.580095e+00
-2.837838e+00, 4.026662e+00, 3.787657e+00, 3.582747e+00
-2.827828e+00, 3.998305e+00, 3.792335e+00, 3.585460e+00
-2.817818e+00, 3.970049e+00, 3.797042e+00, 3.588234e+00
-2.807808e+00, 3.941892e+00, 3.801778e+00, 3.591070e+00
-2.797798e+00, 3.913836e+00, 3.806539e+00, 3.593966e+00
-2.787788e+00, 3.885880e+00, 3.811326e+00, 3.596924e+00
-2.777778e+00, 3.858025e+00, 3.816138e+00, 3.599943e+00
-2.767768e+00, 3.830269e+00, 3.820972e+00, 3.603023e+00
-2.757758e+00, 3.802614e+00, 3.825827e+00, 3.606163e+00
-2.747748e+00, 3.775059e+00, 3.830702e+00, 3.609364e+00
-2.737738e+00, 3.747604e+00, 3.835595e+00, 3.612624e+00
-2.727728e+00, 3.720249e+00, 3.840505e+00, 3.615944e+00
-2.717718e+00, 3.692995e+00, 3.845430e+00, 3.619322e+00
-2.707708e+00, 3.665841e+00, 3.850368e+00, 3.622758e+00
-2.697698e+00, 3.638786e+00, 3.855318e+00, 3.626251e+00
-2.687688e+00, 3.611833e+00, 3.860277e+00, 3.629800e+00
-2.677678e+00, 3.584979e+00, 3.865245e+00, 3.633404e+00
-2.667668e+00, 3.558225e+00, 3.870219e+00, 3.637062e+00
-2.657658e+00, 3.531572e+00, 3.875198e+00, 3.640773e+00
-2.647648e+00, 3.505019e+00, 3.880178e+00, 3.644535e+00
-2.637638e+00, 3.478566e+00, 3.885159e+00, 3.648348e+00
-2.627628e+00, 3.452213e+00, 3.890139e+00, 3.652208e+00
-2.617618e+00, 3.425961e+00, 3.895114e+00, 3.656115e+00
-2.607608e+00, 3.399809e+00, 3.900084e+00, 3.660067e+00
-2.597598e+00, 3.373757e+00, 3.905046e+00, 3.664062e+00
-2.587588e+00, 3.347805e+00, 3.909997e+00, 3.668098e+00
-2.577578e+00, 3.321953e+00, 3.914936e+00, 3.672172e+00
-2.567568e+00, 3.296202e+00, 3.919861e+00, 3.676283e+00
-2.557558e+00, 3.270550e+00, 3.924768e+00, 3.680428e+00
-2.547548e+00, 3.244999e+00, 3.929655e+00, 3.684604e+00
-2.537538e+00, 3.219548e+00, 3.934521e+00, 3.688808e+00
-2.527528e+00, 3.194198e+00, 3.939362e+00, 3.693039e+00
-2.517518e+00, 3.168947e+00, 3.944176e+00, 3.697292e+00
-2.507508e+00, 3.143797e+00, 3.948961e+00, 3.701566e+00
-2.497497e+00, 3.118747e+00, 3.953714e+00, 3.705856e+00
-2.487487e+00, 3.093797e+00, 3.958432e+00, 3.710159e+00
-2.477477e+00, 3.068947e+00, 3.963112e+00, 3.714473e+00
-2.467467e+00, 3.044198e+00, 3.967753e+00, 3.718793e+00
-2.457457e+00, 3.019549e+00, 3.972351e+00, 3.723115e+00
-2.447447e+00, 2.995000e+00, 3.976903e+00, 3.727437e+00
-2.437437e+00, 2.970551e+00, 3.981408e+00, 3.731753e+00
-2.427427e+00, 2.946202e+00, 3.985861e+00, 3.736061e+00
-2.417417e+00, 2.921953e+00, 3.990260e+00, 3.740355e+00
-2.407407e+00, 2.897805e+00, 3.994602e+00, 3.744631e+00
-2.397397e+00, 2.873757e+00, 3.998885e+00, 3.748886e+00
-2.387387e+00, 2.849809e+00, 4.003105e+00, 3.753115e+00
-2.377377e+00, 2.825962e+00, 4.007260e+00, 3.757312e+00
-2.367367e+00, 2.802214e+00, 4.011346e+00, 3.761474e+00
-2.357357e+00, 2.778567e+00, 4.015360e+00, 3.765596e+00
-2.347347e+00, 2.755020e+00, 4.019300e+00, 3.769673e+00
-2.337337e+00, 2.731573e+00, 4.023163e+00, 3.773699e+00
-2.327327e+00, 2.708226e+00, 4.026945e+00, 3.777671e+00
-2.317317e+00, 2.684980e+00, 4.030643e+00, 3.781582e+00
-2.307307e+00, 2.661834e+00, 4.034254e+00, 3.785428e+00
-2.297297e+00, 2.638787e+00, 4.037776e+00, 3.789203e+00
-2.287287e+00, 2.615842e+00, 4.041205e+00, 3.792903e+00
-2.277277e+00, 2.592996e+00, 4.044539e+00, 3.796522e+00
-2.267267e+00, 2.570250e+00, 4.047773e+00, 3.800055e+00
-2.257257e+00, 2.547605e+00, 4.050905e+00, 3.803496e+00
-2.247247e+00, 2.525060e+00, 4.053932e+00, 3.806841e+00
-2.237237e+00, 2.502615e+00, 4.056851e+00, 3.810083e+00
-2.227227e+00, 2.480271e+00, 4.059658e+00, 3.813217e+00
-2.217217e+00, 2.458026e+00, 4.062351e+00, 3.816239e+00
-2.207207e+00, 2.435882e+00, 4.064927e+00, 3.819143e+00
-2.197197e+00, 2.413838e+00, 4.067382e+00, 3.821923e+00
-2.187187e+00, 2.391894e+00, 4.069714e+00, 3.824574e+00
-2.177177e+00, 2.370050e+00, 4.071919e+00, 3.827092e+00
-2.167167e+00, 2.348307e+00, 4.073995e+00, 3.829470e+00
-2.157157e+00, 2.326664e+00, 4.075938e+00, 3.831705e+00
-2.147147e+00, 2.305120e+00, 4.077746e+00, 3.833790e+00
-2.137137e+00, 2.283678e+00, 4.079415e+00, 3.835722e+00
-2.127127e+00, 2.262335e+00, 4.080944e+00, 3.837495e+00
-2.117117e+00, 2.241092e+00, 4.082328e+00, 3.839106e+00
-2.107107e+00, 2.219950e+00, 4.083565e+00, 3.840548e+00
-2.097097e+00, 2.198908e+00, 4.084652e+00, 3.841818e+00
-2.087087e+00, 2.177966e+00, 4.085588e+00, 3.842913e+00
-2.077077e+00, 2.157125e+00, 4.086367e+00, 3.843827e+00
-2.067067e+00, 2.136383e+00, 4.086990e+00, 3.844557e+00
-2.057057e+00, 2.115742e+00, 4.087451e+00, 3.845099e+00
-2.047047e+00, 2.095201e+00, 4.087750e+00, 3.845450e+00
-2.037037e+00, 2.074760e+00, 4.087884e+00, 3.845607e+00
-2.027027e+00, 2.054419e+00, 4.087849e+00, 3.845566e+00
-2.017017e+00, 2.034179e+00, 4.087644e+00, 3.845326e+00
-2.007007e+00, 2.014039e+00, 4.087267e+00, 3.844882e+00
-1.996997e+00, 1.993999e+00, 4.086714e+00, 3.844234e+00
-1.986987e+00, 1.974059e+00, 4.085985e+00, 3.843378e+00
-1.976977e+00, 1.954219e+00, 4.085076e+00, 3.842314e+00
-1.966967e+00, 1.934480e+00, 4.083986e+00, 3.841040e+00
-1.956957e+00, 1.914840e+00, 4.082713e+00, 3.839555e+00
-1.946947e+00, 1.895301e+00, 4.081255e+00, 3.837858e+00
-1.936937e+00, 1.875862e+00, 4.079610e+00, 3.835948e+00
-1.926927e+00, 1.856524e+00, 4.077776e+00, 3.833826e+00
-1.916917e+00, 1.837285e+00, 4.075752e+00, 3.831491e+00
-1.906907e+00, 1.818147e+00, 4.073537e+00, 3.828944e+00
-1.896897e+00, 1.799109e+00, 4.071127e+00, 3.826187e+00
-1.886887e+00, 1.780171e+00, 4.068524e+00, 3.823219e+00
-1.876877e+00, 1.761333e+00, 4.065724e+00, 3.820044e+00
-1.866867e+00, 1.742596e+00, 4.062727e+00, 3.816662e+00
-1.856857e+00, 1.723959e+00, 4.059532e+00, 3.813076e+00
-1.846847e+00, 1.705422e+00, 4.056138e+00, 3.809289e+00
-1.836837e+00, 1.686985e+00, 4.052544e+00, 3.805305e+00
-1.826827e+00, 1.668648e+00, 4.048749e+00, 3.801125e+00
-1.816817e+00, 1.650412e+00, 4.044753e+00, 3.796755e+00
-1.806807e+00, 1.632275e+00, 4.040554e+00, 3.792199e+00
-1.796797e+00, 1.614239e+00, 4.036154e+00, 3.787461e+00
-1.786787e+00, 1.596304e+00, 4.031551e+00, 3.782546e+00
-1.776777e+00, 1.578468e+00, 4.026745e+00, 3.777460e+00
-1.766767e+00, 1.560732e+00, 4.021736e+00, 3.772209e+00
-1.756757e+00, 1.543097e+00, 4.016525e+00, 3.766798e+00
