# E = 2.5
# x, V(x), E + psi, E + |psi|^2
-5.000000e+00, 1.250000e+01, 2.500162e+00, 2.500000e+00
-4.989990e+00, 1.245000e+01, 2.500164e+00, 2.500000e+00
-4.979980e+00, 1.240010e+01, 2.500166e+00, 2.500000e+00
-4.969970e+00, 1.235030e+01, 2.500169e+00, 2.500000e+00
-4.959960e+00, 1.230060e+01, 2.500171e+00, 2.500000e+00
-4.949950e+00, 1.225100e+01, 2.500174e+00, 2.500000e+00
-4.939940e+00, 1.220150e+01, 2.500178e+00, 2.500000e+00
-4.929930e+00, 1.215210e+01, 2.500182e+00, 2.500000e+00
-4.919920e+00, 1.210281e+01, 2.500186e+00, 2.500000e+00
-4.909910e+00, 1.205361e+01, 2.500190e+00, 2.500000e+00
-4.899900e+00, 1.200451e+01, 2.500195e+00, 2.500000e+00
-4.889890e+00, 1.195551e+01, 2.500200e+00, 2.500000e+00
-4.879880e+00, 1.190661e+01, 2.500206e+00, 2.500000e+00
-4.869870e+00, 1.185782e+01, 2.500212e+00, 2.500000e+00
-4.859860e+00, 1.180912e+01, 2.500219e+00, 2.500000e+00
-4.849850e+00, 1.176052e+01, 2.500225e+00, 2.500000e+00
-4.839840e+00, 1.171202e+01, 2.500233e+00, 2.500000e+00
-4.829830e+00, 1.166363e+01, 2.500240e+00, 2.500000e+00
-4.819820e+00, 1.161533e+01, 2.500248e+00, 2.500000e+00
-4.809810e+00, 1.156714e+01, 2.500257e+00, 2.500000e+00
-4.799800e+00, 1.151904e+01, 2.500266e+00, 2.500000e+00
-4.789790e+00, 1.147104e+01, 2.500275e+00, 2.500000e+00
-4.779780e+00, 1.142315e+01, 2.500285e+00, 2.500000e+00
-4.769770e+00, 1.137535e+01, 2.500296e+00, 2.500000e+00
-4.759760e+00, 1.132766e+01, 2.500307e+00, 2.500000e+00
-4.749750e+00, 1.128006e+01, 2.500319e+00, 2.500000e+00
-4.739740e+00, 1.123257e+01, 2.500331e+00, 2.500000e+00
-4.729730e+00, 1.118517e+01, 2.500343e+00, 2.500000e+00
-4.719720e+00, 1.113788e+01, 2.500357e+00, 2.500000e+00
-4.709710e+00, 1.109068e+01, 2.500371e+00, 2.500000e+00
-4.699700e+00, 1.104359e+01, 2.500385e+00, 2.500000e+00
-4.689690e+00, 1.099659e+01, 2.500401e+00, 2.500000e+00
-4.679680e+00, 1.094970e+01, 2.500416e+00, 2.500000e+00
-4.669670e+00, 1.090291e+01, 2.500433e+00, 2.500000e+00
-4.659660e+00, 1.085621e+01, 2.500450e+00, 2.500000e+00
-4.649650e+00, 1.080962e+01, 2.500469e+00, 2.500000e+00
-4.639640e+00, 1.076313e+01, 2.500487e+00, 2.500000e+00
-4.629630e+00, 1.071674e+01, 2.500507e+00, 2.500000e+00
-4.619620e+00, 1.067044e+01, 2.500528e+00, 2.500000e+00
-4.609610e+00, 1.062425e+01, 2.500549e+00, 2.500000e+00
-4.599600e+00, 1.057816e+01, 2.500571e+00, 2.500000e+00
-4.589590e+00, 1.053217e+01, 2.500595e+00, 2.500000e+00
-4.579580e+00, 1.048627e+01, 2.500619e+00, 2.500000e+00
-4.569570e+00, 1.044048e+01, 2.500644e+00, 2.500000e+00
-4.559560e+00, 1.039479e+01, 2.500670e+00, 2.500000e+00
-4.549550e+00, 1.034920e+01, 2.500697e+00, 2.500000e+00
-4.539540e+00, 1.030371e+01, 2.500726e+00, 2.500001e+00
-4.529530e+00, 1.025832e+01, 2.500755e+00, 2.500001e+00
-4.519520e+00, 1.021303e+01, 2.500786e+00, 2.500001e+00
-4.509510e+00, 1.016784e+01, 2.500818e+00, 2.500001e+00
-4.499499e+00, 1.012275e+01, 2.500851e+00, 2.500001e+00
-4.489489e+00, 1.007776e+01, 2.500885e+00, 2.500001e+00
-4.479479e+00, 1.003287e+01, 2.500921e+00, 2.500001e+00
-4.469469e+00, 9.988079e+00, 2.500958e+00, 2.500001e+00
-4.459459e+00, 9.943389e+00, 2.500997e+00, 2.500001e+00
-4.449449e+00, 9.898800e+00, 2.501037e+00, 2.500001e+00
-4.439439e+00, 9.854311e+00, 2.501079e+00, 2.500001e+00
-4.429429e+00, 9.809923e+00, 2.501122e+00, 2.500001e+00
-4.419419e+00, 9.765634e+00, 2.501167e+00, 2.500001e+00
-4.409409e+00, 9.721446e+00, 2.501213e+00, 2.500001e+00
-4.399399e+00, 9.677358e+00, 2.501261e+00, 2.500002e+00
-4.389389e+00, 9.633370e+00, 2.501312e+00, 2.500002e+00
-4.379379e+00, 9.589482e+00, 2.501364e+00, 2.500002e+00
-4.369369e+00, 9.545694e+00, 2.501418e+00, 2.500002e+00
-4.359359e+00, 9.502007e+00, 2.501473e+00, 2.500002e+00
-4.349349e+00, 9.458420e+00, 2.501532e+00, 2.500002e+00
-4.339339e+00, 9.414933e+00, 2.501592e+00, 2.500003e+00
-4.329329e+00, 9.371546e+00, 2.501654e+00, 2.500003e+00
-4.319319e+00, 9.328260e+00, 2.501719e+00, 2.500003e+00
-4.309309e+00, 9.285073e+00, 2.501786e+00, 2.500003e+00
-4.299299e+00, 9.241987e+00, 2.501855e+00, 2.500003e+00
-4.289289e+00, 9.199001e+00, 2.501927e+00, 2.500004e+00
-4.279279e+00, 9.156116e+00, 2.502001e+00, 2.500004e+00
-4.269269e+00, 9.113330e+00, 2.502079e+00, 2.500004e+00
-4.259259e+00, 9.070645e+00, 2.502159e+00, 2.500005e+00
-4.249249e+00, 9.028060e+00, 2.502241e+00, 2.500005e+00
-4.239239e+00, 8.985575e+00, 2.502327e+00, 2.500005e+00
-4.229229e+00, 8.943190e+00, 2.502416e+00, 2.500006e+00
-4.219219e+00, 8.900905e+00, 2.502508e+00, 2.500006e+00
-4.209209e+00, 8.858721e+00, 2.502603e+00, 2.500007e+00
-4.199199e+00, 8.816637e+00, 2.502701e+00, 2.500007e+00
