# E = 1.5
# x, V(x), E + psi, E + |psi|^2
-5.000000e+00, 1.250000e+01, 1.500033e+00, 1.500000e+00
-4.989990e+00, 1.245000e+01, 1.500034e+00, 1.500000e+00
-4.979980e+00, 1.240010e+01, 1.500034e+00, 1.500000e+00
-4.969970e+00, 1.235030e+01, 1.500035e+00, 1.500000e+00
-4.959960e+00, 1.230060e+01, 1.500035e+00, 1.500000e+00
-4.949950e+00, 1.225100e+01, 1.500036e+00, 1.500000e+00
-4.939940e+00, 1.220150e+01, 1.500037e+00, 1.500000e+00
-4.929930e+00, 1.215210e+01, 1.500037e+00, 1.500000e+00
-4.919920e+00, 1.210281e+01, 1.500038e+00, 1.500000e+00
-4.909910e+00, 1.205361e+01, 1.500039e+00, 1.500000e+00
-4.899900e+00, 1.200451e+01, 1.500040e+00, 1.500000e+00
-4.889890e+00, 1.195551e+01, 1.500042e+00, 1.500000e+00
-4.879880e+00, 1.190661e+01, 1.500043e+00, 1.500000e+00
-4.869870e+00, 1.185782e+01, 1.500044e+00, 1.500000e+00
-4.859860e+00, 1.180912e+01, 1.500046e+00, 1.500000e+00
-4.849850e+00, 1.176052e+01, 1.500047e+00, 1.500000e+00
-4.839840e+00, 1.171202e+01, 1.500049e+00, 1.500000e+00
-4.829830e+00, 1.166363e+01, 1.500050e+00, 1.500000e+00
-4.819820e+00, 1.161533e+01, 1.500052e+00, 1.500000e+00
-4.809810e+00, 1.156714e+01, 1.500054e+00, 1.500000e+00
-4.799800e+00, 1.151904e+01, 1.500056e+00, 1.500000e+00
-4.789790e+00, 1.147104e+01, 1.500058e+00, 1.500000e+00
-4.779780e+00, 1.142315e+01, 1.500061e+00, 1.500000e+00
-4.769770e+00, 1.137535e+01, 1.500063e+00, 1.500000e+00
-4.759760e+00, 1.132766e+01, 1.500065e+00, 1.500000e+00
-4.749750e+00, 1.128006e+01, 1.500068e+00, 1.500000e+00
-4.739740e+00, 1.123257e+01, 1.500071e+00, 1.500000e+00
-4.729730e+00, 1.118517e+01, 1.500074e+00, 1.500000e+00
-4.719720e+00, 1.113788e+01, 1.500077e+00, 1.500000e+00
-4.709710e+00, 1.109068e+01, 1.500080e+00, 1.500000e+00
-4.699700e+00, 1.104359e+01, 1.500083e+00, 1.500000e+00
-4.689690e+00, 1.099659e+01, 1.500087e+00, 1.500000e+00
-4.679680e+00, 1.094970e+01, 1.500091e+00, 1.500000e+00
-4.669670e+00, 1.090291e+01, 1.500094e+00, 1.500000e+00
-4.659660e+00, 1.085621e+01, 1.500098e+00, 1.500000e+00
-4.649650e+00, 1.080962e+01, 1.500103e+00, 1.500000e+00
-4.639640e+00, 1.076313e+01, 1.500107e+00, 1.500000e+00
-4.629630e+00, 1.071674e+01, 1.500112e+00, 1.500000e+00
-4.619620e+00, 1.067044e+01, 1.500117e+00, 1.500000e+00
-4.609610e+00, 1.062425e+01, 1.500122e+00, 1.500000e+00
-4.599600e+00, 1.057816e+01, 1.500127e+00, 1.500000e+00
-4.589590e+00, 1.053217e+01, 1.500132e+00, 1.500000e+00
-4.579580e+00, 1.048627e+01, 1.500138e+00, 1.500000e+00
-4.569570e+00, 1.044048e+01, 1.500144e+00, 1.500000e+00
-4.559560e+00, 1.039479e+01, 1.500150e+00, 1.500000e+00
-4.549550e+00, 1.034920e+01, 1.500157e+00, 1.500000e+00
-4.539540e+00, 1.030371e+01, 1.500163e+00, 1.500000e+00
-4.529530e+00, 1.025832e+01, 1.500170e+00, 1.500000e+00
-4.519520e+00, 1.021303e+01, 1.500178e+00, 1.500000e+00
-4.509510e+00, 1.016784e+01, 1.500186e+00, 1.500000e+00
-4.499499e+00, 1.012275e+01, 1.500194e+00, 1.500000e+00
-4.489489e+00, 1.007776e+01, 1.500202e+00, 1.500000e+00
-4.479479e+00, 1.003287e+01, 1.500210e+00, 1.500000e+00
-4.469469e+00, 9.988079e+00, 1.500220e+00, 1.500000e+00
-4.459459e+00, 9.943389e+00, 1.500229e+00, 1.500000e+00
-4.449449e+00, 9.898800e+00, 1.500239e+00, 1.500000e+00
-4.439439e+00, 9.854311e+00, 1.500249e+00, 1.500000e+00
-4.429429e+00, 9.809923e+00, 1.500260e+00, 1.500000e+00
-4.419419e+00, 9.765634e+00, 1.500271e+00, 1.500000e+00
-4.409409e+00, 9.721446e+00, 1.500282e+00, 1.500000e+00
-4.399399e+00, 9.677358e+00, 1.500294e+00, 1.500000e+00
-4.389389e+00, 9.633370e+00, 1.500306e+00, 1.500000e+00
-4.379379e+00, 9.589482e+00, 1.500319e+00, 1.500000e+00
-4.369369e+00, 9.545694e+00, 1.500333e+00, 1.500000e+00
-4.359359e+00, 9.502007e+00, 1.500347e+00, 1.500000e+00
-4.349349e+00, 9.458420e+00, 1.500361e+00, 1.500000e+00
-4.339339e+00, 9.414933e+00, 1.500377e+00, 1.500000e+00
-4.329329e+00, 9.371546e+00, 1.500392e+00, 1.500000e+00
-4.319319e+00, 9.328260e+00, 1.500409e+00, 1.500000e+00
-4.309309e+00, 9.285073e+00, 1.500426e+00, 1.500000e+00
-4.299299e+00, 9.241987e+00, 1.500443e+00, 1.500000e+00
-4.289289e+00, 9.199001e+00, 1.500462e+00, 1.500000e+00
-4.279279e+00, 9.156116e+00, 1.500481e+00, 1.500000e+00
-4.269269e+00, 9.113330e+00, 1.500500e+00, 1.500000e+00
-4.259259e+00, 9.070645e+00, 1.500521e+00, 1.500000e+00
-4.249249e+00, 9.028060e+00, 1.500542e+00, 1.500000e+00
-4.239239e+00, 8.985575e+00, 1.500564e+00, 1.500000e+00
-4.229229e+00, 8.943190e+00, 1.500587e+00, 1.500000e+00
-4.219219e+00, 8.900905e+00, 1.500611e+00, 1.500000e+00
-4.209209e+00, 8.858721e+00, 1.500636e+00, 1.500000e+00
-4.199199e+00, 8.816637e+00, 1.500662e+00, 1.500000e+00
-4.189189e+00, 8.774653e+00, 1.500688e+00, 1.500000e+00
-4.179179e+00, 8.732769e+00, 1.500716e+00, 1.500001e+00
-4.169169e+00, 8.690986e+00, 1.500745e+00, 1.500001e+00
-4.159159e+00, 8.649302e+00, 1.500775e+00, 1.500001e+00
-4.149149e+00, 8.607719e+00, 1.500806e+00, 1.500001e+00
-4.139139e+00, 8.566236e+00, 1.500838e+00, 1.500001e+00
-4.129129e+00, 8.524854e+00, 1.500871e+00, 1.500001e+00
-4.119119e+00, 8.483571e+00, 1.500905e+00, 1.500001e+00
-4.109109e+00, 8.442389e+00, 1.500941e+00, 1.500001e+00
-4.099099e+00, 8.401307e+00, 1.500978e+00, 1.500001e+00
-4.089089e+00, 8.360325e+00, 1.501017e+00, 1.500001e+00
-4.079079e+00, 8.319443e+00, 1.501056e+00, 1.500001e+00
-4.069069e+00, 8.278662e+00, 1.501098e+00, 1.500001e+00
-4.059059e+00, 8.237980e+00, 1.501140e+00, 1.500001e+00
-4.049049e+00, 8.197399e+00, 1.501185e+00, 1.500001e+00
-4.039039e+00, 8.156918e+00, 1.501231e+00, 1.500002e+00
-4.029029e+00, 8.116537e+00, 1.501278e+00, 1.500002e+00
-4.019019e+00, 8.076257e+00, 1.501327e+00, 1.500002e+00
-4.009009e+00, 8.036077e+00, 1.501378e+00, 1.500002e+00
-3.998999e+00, 7.995996e+00, 1.501431e+00, 1.500002e+00
-3.988989e+00, 7.956017e+00, 1.501486e+00, 1.500002e+00
-3.978979e+00, 7.916137e+00, 1.501542e+00, 1.500002e+00
-3.968969e+00, 7.876357e+00, 1.501601e+00, 1.500003e+00
-3.958959e+00, 7.836678e+00, 1.501661e+00, 1.500003e+00
-3.948949e+00, 7.797099e+00, 1.501724e+00, 1.500003e+00
-3.938939e+00, 7.757620e+00, 1.501789e+00, 1.500003e+00
-3.928929e+00, 7.718241e+00, 1.501856e+00, 1.500003e+00
-3.918919e+00, 7.678963e+00, 1.501925e+00, 1.500004e+00
-3.908909e+00, 7.639784e+00, 1.501997e+00, 1.500004e+00
-3.898899e+00, 7.600706e+00, 1.502071e+00, 1.500004e+00
-3.888889e+00, 7.561728e+00, 1.502148e+00, 1.500005e+00
-3.878879e+00, 7.522851e+00, 1.502228e+00, 1.500005e+00
-3.868869e+00, 7.484073e+00, 1.502310e+00, 1.500005e+00
-3.858859e+00, 7.445396e+00, 1.502395e+00, 1.500006e+00
-3.848849e+00, 7.406819e+00, 1.502482e+00, 1.500006e+00
-3.838839e+00, 7.368342e+00, 1.502573e+00, 1.500007e+00
-3.828829e+00, 7.329965e+00, 1.502667e+00, 1.500007e+00
-3.818819e+00, 7.291689e+00, 1.502763e+00, 1.500008e+00
-3.808809e+00, 7.253512e+00, 1.502863e+00, 1.500008e+00
-3.798799e+00, 7.215436e+00, 1.502967e+00, 1.500009e+00
-3.788789e+00, 7.177460e+00, 1.503073e+00, 1.500009e+00
-3.778779e+00, 7.139585e+00, 1.503184e+00, 1.500010e+00
-3.768769e+00, 7.101809e+00, 1.503297e+00, 1.500011e+00
-3.758759e+00, 7.064134e+00, 1.503415e+00, 1.500012e+00
-3.748749e+00, 7.026559e+00, 1.503536e+00, 1.500013e+00
-3.738739e+00, 6.989084e+00, 1.503661e+00, 1.500013e+00
-3.728729e+00, 6.951709e+00, 1.503791e+00, 1.500014e+00
-3.718719e+00, 6.914434e+00, 1.503924e+00, 1.500015e+00
-3.708709e+00, 6.877260e+00, 1.504062e+00, 1.500016e+00
-3.698699e+00, 6.840186e+00, 1.504204e+00, 1.500018e+00
-3.688689e+00, 6.803212e+00, 1.504350e+00, 1.500019e+00
-3.678679e+00, 6.766338e+00, 1.504501e+00, 1.500020e+00
-3.668669e+00, 6.729565e+00, 1.504657e+00, 1.500022e+00
-3.658659e+00, 6.692892e+00, 1.504818e+00, 1.500023e+00
-3.648649e+00, 6.656318e+00, 1.504984e+00, 1.500025e+00
-3.638639e+00, 6.619846e+00, 1.505155e+00, 1.500027e+00
-3.628629e+00, 6.583473e+00, 1.505331e+00, 1.500028e+00
-3.618619e+00, 6.547200e+00, 1.505513e+00, 1.500030e+00
-3.608609e+00, 6.511028e+00, 1.505700e+00, 1.500032e+00
-3.598599e+00, 6.474956e+00, 1.505893e+00, 1.500035e+00
-3.588589e+00, 6.438984e+00, 1.506092e+00, 1.500037e+00
-3.578579e+00, 6.403112e+00, 1.506297e+00, 1.500040e+00
-3.568569e+00, 6.367341e+00, 1.506508e+00, 1.500042e+00
-3.558559e+00, 6.331670e+00, 1.506725e+00, 1.500045e+00
-3.548549e+00, 6.296098e+00, 1.506949e+00, 1.500048e+00
-3.538539e+00, 6.260627e+00, 1.507180e+00, 1.500052e+00
-3.528529e+00, 6.225257e+00, 1.507417e+00, 1.500055e+00
-3.518519e+00, 6.189986e+00, 1.507661e+00, 1.500059e+00
-3.508509e+00, 6.154816e+00, 1.507913e+00, 1.500063e+00
-3.498498e+00, 6.119746e+00, 1.508172e+00, 1.500067e+00
-3.488488e+00, 6.084776e+00, 1.508439e+00, 1.500071e+00
-3.478478e+00, 6.049906e+00, 1.508713e+00, 1.500076e+00
-3.468468e+00, 6.015137e+00, 1.508996e+00, 1.500081e+00
-3.458458e+00, 5.980467e+00, 1.509286e+00, 1.500086e+00
-3.448448e+00, 5.945898e+00, 1.509585e+00, 1.500092e+00
-3.438438e+00, 5.911429e+00, 1.509892e+00, 1.500098e+00
-3.428428e+00, 5.877061e+00, 1.510208e+00, 1.500104e+00
-3.418418e+00, 5.842792e+00, 1.510533e+00, 1.500111e+00
-3.408408e+00, 5.808624e+00, 1.510867e+00, 1.500118e+00
-3.398398e+00, 5.774556e+00, 1.511211e+00, 1.500126e+00
-3.388388e+00, 5.740588e+00, 1.511564e+00, 1.500134e+00
-3.378378e+00, 5.706720e+00, 1.511927e+00, 1.500142e+00
-3.368368e+00, 5.672953e+00, 1.512300e+00, 1.500151e+00
-3.358358e+00, 5.639285e+00, 1.512684e+00, 1.500161e+00
-3.348348e+00, 5.605718e+00, 1.513078e+00, 1.500171e+00
-3.338338e+00, 5.572251e+00, 1.513482e+00, 1.500182e+00
-3.328328e+00, 5.538885e+00, 1.513898e+00, 1.500193e+00
-3.318318e+00, 5.505618e+00, 1.514325e+00, 1.500205e+00
-3.308308e+00, 5.472452e+00, 1.514763e+00, 1.500218e+00
-3.298298e+00, 5.439386e+00, 1.515213e+00, 1.500231e+00
-3.288288e+00, 5.406420e+00, 1.515675e+00, 1.500246e+00
-3.278278e+00, 5.373554e+00, 1.516150e+00, 1.500261e+00
-3.268268e+00, 5.340789e+00, 1.516637e+00, 1.500277e+00
-3.258258e+00, 5.308123e+00, 1.517137e+00, 1.500294e+00
-3.248248e+00, 5.275558e+00, 1.517649e+00, 1.500312e+00
-3.238238e+00, 5.243093e+00, 1.518176e+00, 1.500330e+00
-3.228228e+00, 5.210729e+00, 1.518716e+00, 1.500350e+00
-3.218218e+00, 5.178464e+00, 1.519269e+00, 1.500371e+00
-3.208208e+00, 5.146300e+00, 1.519837e+00, 1.500394e+00
-3.198198e+00, 5.114236e+00, 1.520420e+00, 1.500417e+00
-3.188188e+00, 5.082272e+00, 1.521017e+00, 1.500442e+00
-3.178178e+00, 5.050408e+00, 1.521629e+00, 1.500468e+00
-3.168168e+00, 5.018645e+00, 1.522257e+00, 1.500495e+00
-3.158158e+00, 4.986981e+00, 1.522900e+00, 1.500524e+00
-3.148148e+00, 4.955418e+00, 1.523560e+00, 1.500555e+00
-3.138138e+00, 4.923955e+00, 1.524236e+00, 1.500587e+00
-3.128128e+00, 4.892593e+00, 1.524928e+00, 1.500621e+00
-3.118118e+00, 4.861330e+00, 1.525637e+00, 1.500657e+00
-3.108108e+00, 4.830168e+00, 1.526364e+00, 1.500695e+00
-3.098098e+00, 4.799106e+00, 1.527108e+00, 1.500735e+00
-3.088088e+00, 4.768144e+00, 1.527870e+00, 1.500777e+00
-3.078078e+00, 4.737282e+00, 1.528650e+00, 1.500821e+00
-3.068068e+00, 4.706521e+00, 1.529449e+00, 1.500867e+00
-3.058058e+00, 4.675860e+00, 1.530267e+00, 1.500916e+00
-3.048048e+00, 4.645298e+00, 1.531104e+00, 1.500967e+00
-3.038038e+00, 4.614838e+00, 1.531961e+00, 1.501022e+00
-3.028028e+00, 4.584477e+00, 1.532838e+00, 1.501078e+00
-3.018018e+00, 4.554216e+00, 1.533735e+00, 1.501138e+00
-3.008008e+00, 4.524056e+00, 1.534652e+00, 1.501201e+00
-2.997998e+00, 4.493996e+00, 1.535591e+00, 1.501267e+00
-2.987988e+00, 4.464036e+00, 1.536551e+00, 1.501336e+00
-2.977978e+00, 4.434176e+00, 1.537533e+00, 1.501409e+00
-2.967968e+00, 4.404417e+00, 1.538537e+00, 1.501485e+00
-2.957958e+00, 4.374758e+00, 1.539563e+00, 1.501565e+00
-2.947948e+00, 4.345199e+00, 1.540612e+00, 1.501649e+00
-2.937938e+00, 4.315740e+00, 1.541684e+00, 1.501738e+00
-2.927928e+00, 4.286381e+00, 1.542780e+00, 1.501830e+00
-2.917918e+00, 4.257122e+00, 1.543899e+00, 1.501927e+00
-2.907908e+00, 4.227964e+00, 1.545043e+00, 1.502029e+00
-2.897898e+00, 4.198906e+00, 1.546211e+00, 1.502135e+00
-2.887888e+00, 4.169948e+00, 1.547405e+00, 1.502247e+00
-2.877878e+00, 4.141091e+00, 1.548624e+00, 1.502364e+00
-2.867868e+00, 4.112333e+00, 1.549868e+00, 1.502487e+00
-2.857858e+00, 4.083676e+00, 1.551139e+00, 1.502615e+00
-2.847848e+00, 4.055119e+00, 1.552436e+00, 1.502750e+00
-2.837838e+00, 4.026662e+00, 1.553760e+00, 1.502890e+00
-2.827828e+00, 3.998305e+00, 1.555111e+00, 1.503037e+00
-2.817818e+00, 3.970049e+00, 1.556490e+00, 1.503191e+00
-2.807808e+00, 3.941892e+00, 1.557897e+00, 1.503352e+00
-2.797798e+00, 3.913836e+00, 1.559332e+00, 1.503520e+00
-2.787788e+00, 3.885880e+00, 1.560795e+00, 1.503696e+00
-2.777778e+00, 3.858025e+00, 1.562288e+00, 1.503880e+00
-2.767768e+00, 3.830269e+00, 1.563811e+00, 1.504072e+00
-2.757758e+00, 3.802614e+00, 1.565363e+00, 1.504272e+00
-2.747748e+00, 3.775059e+00, 1.566945e+00, 1.504482e+00
-2.737738e+00, 3.747604e+00, 1.568558e+00, 1.504700e+00
-2.727728e+00, 3.720249e+00, 1.570201e+00, 1.504928e+00
-2.717718e+00, 3.692995e+00, 1.571876e+00, 1.505166e+00
-2.707708e+00, 3.665841e+00, 1.573583e+00, 1.505414e+00
-2.697698e+00, 3.638786e+00, 1.575321e+00, 1.505673e+00
-2.687688e+00, 3.611833e+00, 1.577092e+00, 1.505943e+00
-2.677678e+00, 3.584979e+00, 1.578895e+00, 1.506224e+00
-2.667668e+00, 3.558225e+00, 1.580731e+00, 1.506518e+00
-2.657658e+00, 3.531572e+00, 1.582601e+00, 1.506823e+00
